input,label
"미백주름개선, 자외선차단(SPF50+,PA+++), 메이크업베이스, 프라이머, 피부보습 이 요 톤업크림 하나로 한번에 가능한 #핑크터치 #올인원톤업크림","[1, 0, 0, 0, 0]"
"메이크업베이스 기능이 함유되어 있어 메이크업전 매끈한 피부결 표현도 가능하게 해주고, 파운데이션과 톤업크림을 믹스해 톤보정, 립스틱이랑 톤업크림과 믹스해서 볼터치로도 사용가능하니 활용성 쵝오!!","[1, 0, 0, 0, 0]"
"컵홀더에 트레이까지 연결해서 사용가능해 핸드폰이나 아기빨대컵, 엄마 커피나 음료까지 같이 보관할수 있어 넘나 좋은것!!","[1, 0, 0, 0, 0]"
"탑셀럽, 여배우들의 고데기 사용 및 잦은 헤어컬러 체인지 등으로 극손상된 모발을 빠르게 회복시키기 위해 계발된 제품으로 &name&, &name&, &name& 등 탑여배우들이 청담 이희 도산파크 살롱에서 실제 케어 받을 때 사용하는 #이희트리트먼트","[0, 0, 1, 0, 0]"
"IH 밥솥과 인덕션을 합쳐 벌써 1300만대가 팔렸다고 하니, 많은 사람들이 선택 한 건 그만한 이유가 있다는 생각이 들었어요ㅎㅎ","[0, 0, 1, 0, 0]"
게다가 베젤이 없는 심플한 유럽 감성의 디자인은 볼 때마다 흐뭇하구요~,"[0, 1, 0, 0, 0]"
혼밥할때나 혼술할때 간편하게 꺼내 사용하는 작은 상이 필요했는데 내가 좋아하는 화이트 컬러에 적당한 무게감이라 이거 완전 딱 맘에 든다 히히,"[0, 1, 0, 0, 0]"
네츄럴커버 빠르고 간편하고 편하다♡,"[1, 0, 0, 0, 0]"
알록달록 색감도 예쁘고 원목이라 완전 맘에 듦 :-),"[0, 1, 0, 0, 0]"
#베이비댐 사용하니 원하는 만큼은 욕조를 사용할수있어서 경제적이네요,"[0, 0, 0, 1, 0]"
내 피부 컨디션에 맞게 사용하는 코스알엑스 하이드리움 4종 +_+!,"[0, 0, 0, 0, 1]"
브러쉬가 함께 내장되어 있어서 언제 어디서나 화장을 할 수 있어 짱짱!,"[1, 0, 0, 0, 0]"
노트북처럼도 사용할 수 있고 태블릿으로도 사용할 수 있고~,"[1, 0, 0, 0, 0]"
자유자재로 활용이 가능해서 너무너무 좋다!,"[1, 0, 0, 0, 0]"
Nebo 앱을 활용하면 문서에도 활용할 수 있어 너무 편하다 ㅎ_ㅎ,"[1, 0, 0, 0, 0]"
미니백이라 무겁지도 않은데 수납공간도 넉넉해서 카메라도 들어가고 화장품도 들어가고 헤드셋 넣어도 넉넉했던 가스톤루가 여자백팩추천 ★,"[1, 0, 0, 0, 0]"
"15,000원이란 엄청난 가성비에 >_< 향까지 넘나 매력적인 니치향이라서 남친 2개주고 아빠1개줬땅!!!","[0, 0, 0, 1, 0]"
번거롭다 보니 멀리하게 되었었는데 요렇게 한 번 쓰기 좋은 양으로 한 파우치씩 판매되길래 만나봤어요!,"[1, 0, 0, 0, 0]"
친구꺼 #임부복 사주려고 둘러보다 #봄옷 신상 이쁜거 많길래 제껏도 질렀네요😆😆,"[0, 1, 0, 0, 0]"
이쁘기도 이쁘죵~? ㅎ,"[0, 1, 0, 0, 0]"
패키지도 심플하고 딱 내가 좋아하는 향기,"[0, 1, 0, 0, 0]"
"종류가 5가지나되서 치아, 잇몸 고민이나 연령, 상황에 따라 골라골라🎶","[0, 0, 0, 0, 1]"
디자인도 넘이쁘고 정말 #연말선물 괜찮은 아이템♥,"[0, 1, 0, 0, 0]"
이뽀+_+,"[0, 1, 0, 0, 0]"
#무방부제 #인공눈물 이라 렌즈 착용한 상태에서도 사용 가능하고 간편하게 하나씩 챙길 수 있어 편하더라고요,"[1, 0, 0, 0, 0]"
짠! 요즘 핫한 #AHC #레드세럼 저도 사용해봤어요 😆,"[0, 0, 1, 0, 0]"
예쁜 #다이치유모차 앉아 기분 좋아?,"[0, 1, 0, 0, 0]"
폴딩도 짱쉽고 들고다니기도 편하고 이너시트 양면이라 여름에도 쓰기 좋은거 안 비밀,"[1, 0, 0, 0, 0]"
#콜카 #스니커즈 예쁨 뿜뿜,"[0, 1, 0, 0, 0]"
편하고 가볍고 🙌,"[1, 0, 0, 0, 0]"
#kolca #청바지코디 에 넘나 잘 어울리는거 아니닝?,"[0, 1, 0, 0, 0]"
20g / 2000원 #가성비갑,"[0, 0, 0, 1, 0]"
이 가격 실화냐 😍,"[0, 0, 0, 1, 0]"
#각질제거 #피지제거 바르기만 하면 끝!,"[1, 0, 0, 0, 0]"
#유럽판매1위 에 걸맞게 동물성분이 없고 어린이도 써도 되는 안전함과 보습력,"[0, 0, 1, 0, 0]"
밤에 수면팩 대용으로 사용할 수분크림 찾다가 핑크덕후(였는데) 마음을 울리는 패키지에 반해 망설임없이 ɢᴇᴛ ˇ͈ᵕˇ͈,"[0, 1, 0, 0, 0]"
사용하던 #비비크림 을 다 써서 새로운거 찾아보던 중 네이버쇼핑에서 인기순위 1등 비비라길래 궁금해서 나도 구매해봄☺️ .,"[0, 0, 1, 0, 0]"
알고보니 #겟잇뷰티비비 로 나름 유명한 제품이었넹🙈,"[0, 0, 1, 0, 0]"
평소 향수 좋아라 하는데 #썽봉 #100bon 깔끔하면서 감성적인 케이스에 홀딱 반했❣️,"[0, 1, 0, 0, 0]"
"청바지 , 스커트 다 잘어울려서 편하게 코디할 수 있어용ㅋ","[0, 1, 0, 0, 0]"
요즘 대세 #씹는치약,"[0, 0, 1, 0, 0]"
가방에 쏙 ~ 휴대하기 좋은 사이즈라 맘에 들어용🤣👏🏻👏🏻,"[1, 0, 0, 0, 0]"
홈쇼핑완판 #힐링요 #에릭스도자기,"[0, 0, 1, 0, 0]"
"전자렌지 전용이라 간편하고 빠르게 요리할 수 있고 고구마,감자,콘치즈,라면,계란찜,국종류,등등 할수 있는 요리들도 많고 도자기라서 더 건강하게 즐길수 있어요 ㅋㅋ","[1, 0, 0, 0, 0]"
"매번 물조절💧불조절🔥 실패로 계란찜 안해먹었는데 #힐링요매직컵 에 계란과 물 ,소금,야채 넣고 전자렌지에 용기 그대로 돌리고 조리후 테이블에 직접 올려 바로바로 먹을 수 있으니 편해요","[1, 0, 0, 0, 0]"
"또, 뒤집어 줄 필요없이 한방에 몽글몽글 계란찜 완성","[1, 0, 0, 0, 0]"
패키지부터가 깔끔하니 이뻐서 마음에 드네 🤗💕,"[0, 1, 0, 0, 0]"
아기자기한걸 좋아하는 우리 딸램을 위해 준비한 #무민수납장,"[0, 1, 0, 0, 0]"
꺄 ㅋ진짜 넘귀엽지않나요,"[0, 1, 0, 0, 0]"
쪼그만 소품들도 한가득이라 정리하기 힘들었는데 칸도 많고 나뉘어져 있어서 정리하기도 쉬워요☺️❣️,"[1, 0, 0, 0, 0]"
편해서 매일입는 1987 프린팅 티셔츠 맘에 쏙 들었어,"[1, 0, 0, 0, 0]"
시원해보이는 컬러에 가볍고 공간도 실용적이게 분류되어있어 완전 편해요 ㅋ,"[1, 1, 0, 0, 0]"
80년간 헐리웃 스타들의 사랑을 받고있는 #레브론립스틱,"[0, 0, 1, 0, 0]"
컬러도 다양하고 발색깡패!,"[0, 0, 0, 0, 1]"
쿨샤하기전에는 양치질 진짜 귀찮았는데 이젠 편하고 좋아요 ㅋ,"[1, 0, 0, 0, 0]"
디자인도 고급스럽고 본체하나에 가족브러쉬 표시만 해놓으면 모두 사용할수 있으니깐 정말 최고최고 !,"[0, 1, 0, 0, 0]"
고급스런패키지로 선물로도 좋아요,"[0, 1, 0, 0, 0]"
다양한향기로 취향별로 골라쓰긔💕,"[0, 0, 0, 0, 1]"
아이들도 쉽게 사용할수 있어 좋아요,"[1, 0, 0, 0, 0]"
물로 씻어내면 되서 정말 편해요,"[1, 0, 0, 0, 0]"
또한 내구성과 복원력도 좋고 반영구적이라 경제적이랍니다!,"[0, 0, 0, 1, 0]"
아이들 공부상도 되고 밥상도 되고 티테이블도 되어 매일 열일중,"[1, 0, 0, 0, 0]"
면세점에서 판매되는 1위 마스크팩!,"[0, 0, 1, 0, 0]"
"우선 체크무늬는 워낙 무난하게 입을 수 있는 디자인이라서요,","[0, 1, 0, 0, 0]"
깔끔하면서도 발랄한 느낌이 나는거 같아요!,"[0, 1, 0, 0, 0]"
그리고 부스터 같은경우는 첨에 신기하게 생겨서 `이거 뭐야`이랬는데 눈밑이라던지 국소부위에도 펴바르기 딱 좋은?,"[1, 0, 0, 0, 0]"
근데 치마가 딱 예쁘게 트임이 있어서 내 다리라인을 보여줄듯 말듯하며 은근 섹시미를 보여줌,"[0, 1, 0, 0, 0]"
그리고 허리라인이 들어갔기땜에 내 몸보완에도 너무 좋은듯,"[0, 1, 0, 0, 0]"
일단 디자인.. 너무 예쁘쟈나💛,"[0, 1, 0, 0, 0]"
또 첫구매시엔 30% 할인도 ㅋㅋㅋㅋ,"[0, 0, 0, 1, 0]"
색상도 다양하게 구분되어있고 하나하나 다른그림이 그려져있어서 다양한 놀이로 활용되기 좋아요,"[0, 1, 0, 0, 1]"
한장씩 쏙쏙 뽑혀서 편하기두 😍,"[1, 0, 0, 0, 0]"
깔끔하고 고급스러운 디자인이라 유행없이 오래 신을 수 있을 것 같아요,"[0, 1, 0, 0, 0]"
고탄성 깔창을 사용해서 폭신한게 완전 편해요,"[1, 0, 0, 0, 0]"
소들의 가죽을 최대한 버리지 않고 사용한 제품에 거품없는 가격~,"[0, 0, 0, 1, 0]"
높이가 척추에 딱맞게 만들어져서인지 정면으로 누워도 편하고 옆으로 누워도 편해요,"[1, 0, 0, 0, 0]"
포장부터 이쁘고 고급스러워서 선물로 딱 !,"[0, 1, 0, 0, 0]"
#가성비좋은 #인벨로 써보니 더 알겠더라구요,"[0, 0, 0, 1, 0]"
@inbello_official #천연화장품추천 #토너 #에멀젼 #영양크림 #클렌저 #화장품세트 #화장품선물 #화장품브랜드 #가성비좋은화장품 #피부관리 #속건조해결 #속건조 #kbeauty,"[0, 0, 0, 1, 0]"
색상부터 디자인까지 너무 이쁜 #허니듀래빗,"[0, 1, 0, 0, 0]"
가성비도 좋아서 꾸준히 사용중이예요 😊,"[0, 0, 0, 1, 0]"
디자인도 이쁘고 천연계면활성제를 사용한 착한치약 #아라크리스,"[0, 1, 0, 0, 0]"
제품만족도 94% 제품이라 믿고 사용해본 #산다화클렌징오일,"[0, 0, 1, 0, 0]"
"기초바르고 답답한거 싫어하거나, 여름에 바르기 딱인 듯 !","[1, 0, 0, 0, 0]"
"목을 구부릴 수 있어서 각도조절도 편하고, 충전식으로 이용이 가능해서 캠핑이나 외부에 가지고 다니기 좋아요","[1, 0, 0, 0, 0]"
디자인도 너무 이쁜게 #화장대인테리어 로도 너무 좋아보이죠?,"[0, 1, 0, 0, 0]"
이건 사용후 닦아내거나 씻어 내지 않아도 되서 엄청 편하게 사용할수 있답니다.,"[1, 0, 0, 0, 0]"
심지어 레알 붙임머리의 1/10 가격 되려나,"[0, 0, 0, 1, 0]"
*1도 안 아프고 무지 쉬움 핀 탁탁 꼽아주면 땡임,"[1, 0, 0, 0, 0]"
이렇게 간편할수가 신세계임,"[1, 0, 0, 0, 0]"
- 다루기 쉬운타입 그냥 머리에 핀 꼽는 그런,"[1, 0, 0, 0, 0]"
- 합리적 가격,"[0, 0, 0, 1, 0]"
생긴건 바이오더마같이 생겼는데 가격은 절반이네 캬,"[0, 0, 0, 1, 0]"
저렴이 유기농 클렌저,"[0, 0, 0, 1, 0]"
하우스 뮤직이나 일렉음악을 들으시는 분이면 6만원이라는 가격에도 나쁘지 않은 이어폰이라고 본다.,"[0, 0, 0, 1, 0]"
비싸 ㅠㅠㅠ,"[0, 0, 0, 1, 0]"
(슬픔),"[0, 0, 0, 1, 0]"
마지막으로 귀여워서 집어온 모자.,"[0, 1, 0, 0, 0]"
